Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
8691,Cnocan Dubh,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,3,352,1155,,,,,S,57.089695,-5.016875
8896,Carn na Creige,12A: Kyle of Lochalsh to Garve,,,Highland,3,352,1155,,,,,S,57.336096,-5.497504
9460,Cnoc Allt na Beithe,16C: Tongue to Wick and Helmsdale,,,Highland,3,352,1155,,,,,S,58.181746,-3.634138
10589,Creag Bhan Ard,18C: Morvern and Kingairloch,,,Highland,3,352,1155,,,,,S,56.570509,-5.849891
11377,Cul nan Creagan,20C: Arran and Holy Island,Firth of Clyde to Mull of Kintyre,Arran,North Ayrshire,3,352,1155,no feature,,Abney level,,S,55.588559,-5.211728
11617,Hill of Dunmeath,21A: Tomintoul to Banff,,,Aberdeenshire,3,352,1155,,,,,S,57.425005,-2.969109
11618,Kirk Hill,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,3,352,1155,vegetated mound,summit is in trees,,,S,57.191062,-2.772996
11619,Cnoc Cailliche,21A: Tomintoul to Banff,,,Aberdeenshire,3,352,1155,no feature: gorse/grass,,,,S,57.322067,-2.877023
14010,Place Hill,28B: The River Tweed to the English Border,The Cheviots,,Scottish Borders,3,352,1155,small cairn,,,,S,55.477474,-2.309741
14011,Broadfield Height,28B: The River Tweed to the English Border,Ettrick Hills,,Dumfries and Galloway,3,352,1155,no feature: moss,flat summit area,,,S,55.280051,-3.365993
14518,Burley Hill,30C: Llandudno to Wrexham,,,Denbighshire [Sir Ddinbych],3,352,1155,loose cairn of rock slabs,,,,W,53.133274,-3.196704
15133,Tarren Tyn-y-maen,31A: Aberystwyth to Welshpool,,,Cardiganshire [Ceredigion],3,352,1155,large outcrop,,,,W,52.55313,-3.883722
15134,Pantycelyn,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,352,1155,ground by trig point,,,,W,52.068695,-4.024273
15135,Foel y Bwlch,31A: Aberystwyth to Welshpool,,,Powys,3,352,1155,knoll,,,,W,52.706731,-3.571207
15136,Pen y Bannau,31C: South-West Wales,,,Cardiganshire [Ceredigion],3,352,1155,ground by trig point,,,,W,52.285782,-3.845851
15137,Nantiwrch,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,352,1155,no feature: pasture,,,,W,52.040456,-3.880724
15683,Mynydd Uchaf East Top,32B: Carmarthen to Vale of Neath,,,Neath Port Talbot,3,352,1155,toppled trig point,,,,W,51.784701,-3.835226
15968,Haddon Hill,33: Northumberland,The Cheviots,,Northumberland,3,352,1155,outcrop,,Abney level,,E,55.556572,-2.203483
16397,High Out Wood,35A: North Pennines,Yorkshire Dales - Northern Fells,,Cumbria,3,352,1155,no feature: ground on edge of small crag,,obvious summit,,E,54.463603,-2.318281
16398,Birkett Common,35A: North Pennines,Yorkshire Dales - Northern Fells,,Cumbria,3,352,1155,cairn,,obvious summit,,E,54.427759,-2.348399
15132,Graigorddle,31A: Aberystwyth to Welshpool,,,Powys,3,351.8,1154,not recorded,SW summit at SN 99412 93334 is 0.5m lower,,,W,52.530912,-3.477956
4578,Stroness Hill,01A: Loch Tay to Perth,,,Perth and Kinross,3,351.4,1153,small cairn by wall,,Leica RX1250,,S,56.415143,-3.763204
8080,Milquhanzie Hill,01A: Loch Tay to Perth,,,Perth and Kinross,"Hu,3",351.5,1153,no feature: ground between trig point and compound fence,,Leica RX1250,,S,56.403852,-3.792971
4783,Ben Corkeval,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,"Hu,3",351,1152,knoll,,,,S,57.406472,-6.689022
8079,Stroness Hill North Top,01A: Loch Tay to Perth,,,Perth and Kinross,3,351,1152,no feature,,Leica RX1250,,S,56.423881,-3.75028
8223,Meall an Fheuraich,03C: Glen Etive to Glen Lochy,,,Argyll and Bute,3,351,1152,,,,,S,56.474316,-5.076652
8991,Carnan,13B: Applecross to Achnasheen,,,Highland,3,351,1152,no feature,summit is c.35m from spot height,,,S,57.414581,-5.533206
10809,Creag Caoileid,19A: Oban to Loch Fyne,,,Argyll and Bute,3,351,1152,,,,,S,56.138417,-5.374973
12285,Beinn a' Deas,24A: Lewis and Nearby Islands,,Lewis and Harris,Na h-Eileanan Siar [Western Isles],3,351,1152,outcrop,,Abney level,,S,58.103532,-6.953298
13256,Cambret Hill,27B: Carrick and Galloway,,,Dumfries and Galloway,3,351,1152,no feature,northernmost of two heathery knolls,,,S,54.892924,-4.303208
13257,Nether Dod,27C: The Glenkens to Annandale,Lowther Hills,,Dumfries and Galloway,3,351,1152,no feature: ground beside track,,,,S,55.249344,-3.615977
14012,Auchinoon Hill,28A: Firth of Forth to the River Tweed,,,West Lothian,3,351,1152,upright stone,flat summit area,,,S,55.847296,-3.44968
14013,Tronshaw Hill,28B: The River Tweed to the English Border,,,Scottish Borders,3,351,1152,grass 2m E of cairn,grassy rise 20m NE at NT 77916 17753 probably lower,,,S,55.453047,-2.350959
14014,Old Hill,28B: The River Tweed to the English Border,Manor Hills,,Scottish Borders,3,351,1152,no feature,flat summit area,,,S,55.560077,-2.987522
14015,Dowglen Hill,28B: The River Tweed to the English Border,,,Dumfries and Galloway,3,351,1152,no feature,ground 40m E at NY 33885 89730 may be as high,,,S,55.197407,-3.040883
14016,Hog Hill,28A: Firth of Forth to the River Tweed,Moorfoot Hills,,Scottish Borders,3,351,1152,,,,,S,55.708888,-3.18719
14519,Allt Tair Ffynnon,30E: Bala to Welshpool,,,Powys,3,351,1152,outcrop,,,,W,52.80313,-3.273376
14520,Cefn Du,30C: Llandudno to Wrexham,,,Conwy,3,351,1152,,,,,W,53.24124,-3.745681
14521,Maes y Fedw,30D: Barmouth to Betws-y-Coed and Bala,,,Gwynedd,3,351,1152,rocky knoll in trees,knoll 75m W at SH 94083 38458 and rocky knoll 40m N at SH 94149 38502 are probably lower,,,W,52.933065,-3.576194
15138,Fishpool Hill,31B: Welshpool to Hay-on-Wye,,,Powys,3,351,1152,no feature,,Abney level,,W,52.551565,-3.007765
15684,Bryn Mawr,32B: Carmarthen to Vale of Neath,,,Neath Port Talbot,3,351,1152,trig point,,,,W,51.762192,-3.898684
17519,Butterdon Hill,40: South West England,Dartmoor,,Devon,3,351,1152,cairn,,obvious summit,,E,50.682159,-3.770252
20421,Mulmosog Mountain [Maol Mosog],45C: Blue Stack Mountains,Donegal SW,,Donegal,Ma,351,1152,,,,,I,54.727636,-8.402742
19533,Pen-rhiw Tip,32C: Neath to Chepstow,,,Caerphilly,3,350.5,1150,no feature: ground by metal post,,,,W,51.607305,-3.135505
2824,Longridge Fell - Spire Hill,"36: Lancashire, Cheshire and S Pennines",Forest of Bowland,,Lancashire,"Ma,3",350,1148,trig point,fairly obvious summit; ground 200m E is about 1.5m lower,Abney level,,E,53.86463,-2.521572
8332,Creag Far-leitire,06A: Glen Tromie to Glen Tilt,,,Highland,3,350,1148,small mound in trees,cairn on outcrop at NH 83094 02486 could be as high or higher,,,S,57.098811,-3.933192
8573,Carn an Dubh-ghlaic,09B: Glen Albyn and the Monadh Liath,,,Highland,3,350,1148,embedded boulder beside rock outcrop,,,,S,57.30924,-4.385996
8692,Creag Ghilleaspuig,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,3,350,1148,,,,,S,57.08736,-5.001828
9461,Cnoc a' Chraois,16B: Durness to Loch Shin,,,Highland,3,350,1148,,,,,S,58.321287,-4.637811
10175,Glas Bheinn Bheag,17C: South-East Skye and Scalpay,Skye & surrounding islands,Skye,Highland,3,350,1148,,,,,S,57.256013,-6.010819
10176,Cora-bheinn,"17D: Canna, Rhum and Eigg",Ardnamurchan to Sound of Sleat,Eigg,Highland,3,350,1148,,,,,S,56.890824,-6.178553
10810,Creagan Airich Chaimbeulaich,19A: Oban to Loch Fyne,,,Argyll and Bute,3,350,1148,,,,,S,56.279411,-5.413256
10811,Sgreadan Hill NE Top,19B: Knapdale and Kintyre,,,Argyll and Bute,3,350,1148,,,,,S,55.516353,-5.56233
11378,Cnuic Charrach,"20A: Jura, Scarba and Colonsay","Islay, Jura & surrounding islands",Jura,Argyll and Bute,3,350,1148,,,,,S,55.874757,-5.983789
12858,Little Hill,26B: Central Scotland from Dumbarton to Montrose,Glen Artney Hills,,Perth and Kinross,3,350,1148,no feature: heather,trig point 150m NE at NN 77163 17052 is 1.5m lower,Leica RX1250,,S,56.328783,-3.989579
13258,Maccallum,27B: Carrick and Galloway,Galloway Hills,,East Ayrshire,3,350,1148,,,,,S,55.203697,-4.460706
13259,Brown Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,3,350,1148,not recorded,,,,S,55.175657,-3.976524
13260,Chanlock Rig,27C: The Glenkens to Annandale,Carsphairn Hills,,Dumfries and Galloway,3,350,1148,no feature,ground c 50m W may be as high,,,S,55.282409,-3.924036
14017,High Seat,28B: The River Tweed to the English Border,,,Scottish Borders,3,350,1148,no feature: ground near bend in fence,ground to NE and SW may be as high,,,S,55.370556,-2.945952
14018,Syke Hill,28B: The River Tweed to the English Border,Manor Hills,,Scottish Borders,3,350,1148,small bump by wall,,,,S,55.629632,-3.2695
14522,Llechwedd Llwyd,30E: Bala to Welshpool,,,Powys,3,350,1148,no feature: ground W of hedge,outcrop 160m E at SJ 12162 23302 and rocky bluff 120m W SJ 11881 23317 are probably lower,,,W,52.79989,-3.30676
15139,Penwar,31A: Aberystwyth to Welshpool,,,Powys,3,350,1148,no feature,,,,W,52.469927,-3.579572
15685,Penvay,32A: Llandovery to Monmouth,,,Powys,3,350,1148,no feature: ground by fence,,,,W,51.958139,-3.612545
16611,Steeton Moor,"36: Lancashire, Cheshire and S Pennines",,,Bradford,3,350,1148,ground within 5m of trig point,,obvious summit,,E,53.872418,-1.966902
16612,Crown Point,"36: Lancashire, Cheshire and S Pennines",,,Lancashire,3,350,1148,ground in stone windshelter,,obvious summit,,E,53.761614,-2.2476
17520,Gutter Tor,40: South West England,Dartmoor,,Devon,3,350,1148,ground by trig point,granite tor 290m NE at SX 57782 66889 may be as high,Abney level,,E,50.483114,-4.009563
19036,Binnein Mor,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,3,350,1148,no feature,,obvious summit,,S,55.934719,-5.216103
19123,Cowlow Hill,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,350,1148,embedded stones on rim of tumulus,,,,E,53.253755,-1.847457
7786,Holdstone Hill [Holdstone Down],40: South West England,Exmoor,,Devon,"3,sHu",349.5,1147,no feature: ground by path,summit is 20m E of trig point and huge pile of stones,Abney level,,E,51.211787,-3.977554
3846,Garwall Hill,27B: Carrick and Galloway,Galloway Hills,,Dumfries and Galloway,"Hu,3,sMa",349,1145,outcrop,,,,S,55.121463,-4.593469
5224,Stanner Hill,31B: Welshpool to Hay-on-Wye,Central Wales - Radnor Forest,,Powys,"Hu,3",349,1145,base of old pine tree,ground 20m N is lower; note that tree cover affects GPS accuracy,Abney level,,W,52.224709,-3.075219
5274,Mynydd Margam,32C: Neath to Chepstow,,,Neath Port Talbot,"Hu,3",349,1145,no feature,flat summit area,,,W,51.58541,-3.692909
8333,Hill of Cally,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,3,349,1145,no feature: tussocks,flat summit area,,,S,56.662422,-3.424145
8693,Druim Fiaclach,10D: Mallaig to Fort William,,,Highland,3,349,1145,,,,,S,56.900907,-5.717913
8897,Beinn a' Ghairchin,12B: Killilan to Inverness,,,Highland,3,349,1145,,,,,S,57.353868,-4.531407
8992,Meall Airigh Mhic Criadh,13A: Loch Torridon to Loch Maree,,,Highland,3,349,1145,outcrop,cairn on outcrop 50m N at NG 83157 77383 is lower,,,S,57.733337,-5.644015
9462,Creag Sail a' Bhathaich,16C: Tongue to Wick and Helmsdale,,,Highland,3,349,1145,cairn,,,,S,58.311965,-3.96263
9463,Ben Alisky,16C: Tongue to Wick and Helmsdale,,,Highland,"3,sHu",349,1145,,,,,S,58.325499,-3.632231
10177,Fiurnean,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,3,349,1145,no feature: grass,,,,S,57.464212,-6.146612
10812,Cruach nan Tarbh,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,3,349,1145,,,,,S,55.99237,-5.256356
11620,Craigievar Hill,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,3,349,1145,,,,,S,57.174217,-2.726028
12856,Georgeton Hills,26A: Central Scotland from Dumbarton to Montrose,,,Perth and Kinross,3,349,1145,grassy knoll,,,,S,56.151899,-3.498785
13261,Meikle Hill of the Shalloch,27B: Carrick and Galloway,Galloway Hills,,South Ayrshire,3,349,1145,no feature: grass,,,,S,55.290667,-4.485901
14019,Far Height,28B: The River Tweed to the English Border,,,Scottish Borders,3,349,1145,no feature,,,,S,55.33097,-2.917849
14523,Allt Goch,30E: Bala to Welshpool,,,Powys,3,349,1145,knoll,,,,W,52.749164,-3.288099
15140,Y Gribyn,31A: Aberystwyth to Welshpool,,,Powys,3,349,1145,knoll,knoll lies above steep drop to E,,,W,52.513495,-3.58644
16104,Dillicar Knott,34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,3,349,1145,no feature: ground outside fenced mast compound,,Abney level,,E,54.382103,-2.589407
17521,Mardon Down East Top,40: South West England,Dartmoor,,Devon,3,349,1145,rock,,Abney level,,E,50.675203,-3.732794
19273,Crow Edge,"36: Lancashire, Cheshire and S Pennines",,,Calderdale,3,349,1145,no feature: pasture,ground 80m S at SE 07086 17466 is c 30cm lower,Seco 2x Hand Level,,E,53.654403,-1.894038
20422,Crockmore [An Cnoc Mor],"45B: Derryveagh, Glendowan",Donegal NW,,Donegal,Ma,349,1145,,,,,I,55.080321,-7.842611
20423,Clomantagh Hill [Killoshulan] [Cnoc na Cloiche Mantai],"54B: Waterford, Kilkenny, Carlow",South Midlands,,Kilkenny,Ma,349,1145,,,,,I,52.739934,-7.509189
20868,Cloonagh [Carroward],45E: Sligo and N Roscommon,Ox Mountains,,Sligo,Hu,349,1145,,,,,I,54.190922,-8.690115
18760,Graig,32A: Llandovery to Monmouth,Black Mountains,,Monmouthshire [Sir Fynwy],3,348.4,1143,small grassy mound,,,,W,51.907432,-3.019203
1176,Beinn Domhnaill,16D: Altnaharra to Dornoch,,,Highland,"Ma,3",348,1142,cairn,accepted summit although ground 450m ESE at NH 68385 96475 could be as high,,,S,57.939791,-4.231917
3716,Orthwaite Bank,34A: Lake District N,Lake District - Northern Fells,,Cumbria,B,348,1142,no feature,,Abney level,,E,54.690841,-3.154956
6800,Beinn Glas-choire,16C: Tongue to Wick and Helmsdale,,,Highland,3,348,1142,cairn,,obvious summit,,S,58.321157,-3.655011
8081,Creag a' Mhadaidh,01C: Loch Lomond to Strathyre,,,Stirling,3,348,1142,heathery outcrop,,,,S,56.201918,-4.399285
8993,Meall a' Ghuirrain,13A: Loch Torridon to Loch Maree,,,Highland,3,348,1142,,,,,S,57.723773,-5.617209
9139,Carn Airigh an Easain,14A: Loch Maree to Loch Broom,,,Highland,3,348,1142,,,,,S,57.798186,-5.363698
9140,Creag-mheall Beag North Top,14A: Loch Maree to Loch Broom,,,Highland,3,348,1142,,,,,S,57.818401,-5.414434
9464,Cnoc a' Ghiubhais,16D: Altnaharra to Dornoch,,,Highland,3,348,1142,,,,,S,58.179064,-4.470769
9465,Meall Carr nan Ruadhag North Top,16B: Durness to Loch Shin,,,Highland,Un,348,1142,,,,,S,58.302517,-4.632998
9471,Carn Mor,16E: Scourie to Lairg,,,Highland,3,348,1142,not recorded,,,,S,58.001243,-4.704874
10178,Beinn a' Chapuill,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,3,348,1142,,,,,S,57.495469,-6.275924
10813,Cruach an Eachlaich,19A: Oban to Loch Fyne,,,Argyll and Bute,3,348,1142,mossy outcrop,,,,S,56.204389,-5.43705
11621,Kemps Hill,21A: Tomintoul to Banff,,,Aberdeenshire,3,348,1142,,,,,S,57.389135,-2.835076
12857,Cochno Hill,26A: Central Scotland from Dumbarton to Montrose,,,West Dunbartonshire,3,348,1142,pile of stones,ground 15m W at NS 48322 75607 may be as high,,,S,55.949534,-4.430419
14020,Sandy Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,348,1142,no feature: ground by fence,,,,S,55.674732,-3.426674
14021,Corston Hill,28A: Firth of Forth to the River Tweed,,,West Lothian,3,348,1142,trig point,flat summit area,,,S,55.855387,-3.447873
14524,Foel Fawr,30F: Dolgellau to Machynlleth,,,Gwynedd,3,348,1142,,,,,W,52.63384,-3.95341
14525,Garreg Ddu,30D: Barmouth to Betws-y-Coed and Bala,,,Gwynedd,Un,348,1142,rock outcrop,,Abney level,,W,52.997613,-3.936039
14526,Mynydd Cefn-ddwy-graig,30E: Bala to Welshpool,The Berwyns,,Gwynedd,Un,348,1142,knoll,,,,W,52.893134,-3.582639
15141,Ysgubor Pen-y-bryn,31A: Aberystwyth to Welshpool,,,Powys,3,348,1142,ground by fir tree in cleared area,,,,W,52.497591,-3.651424
15142,Bwlchau,31B: Welshpool to Hay-on-Wye,,,Powys,3,348,1142,no feature: ground by fence on bank,,,,W,52.220213,-3.292999
15143,Bedw-bach,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],3,348,1142,no feature,,,,W,52.052562,-3.844754
16400,Elbolton,35B: Central Pennines,Yorkshire Dales - Southern Fells,,North Yorkshire,3,348,1142,large well-built cairn,,Abney level,,E,54.04988,-1.992039
16613,Wharmton,"36: Lancashire, Cheshire and S Pennines",,,Oldham,3,348,1142,no feature: ground W of mast compound,,obvious summit,,E,53.541446,-2.021455
16614,Harrop Edge,"36: Lancashire, Cheshire and S Pennines",,,Oldham,3,348,1142,ground a few metres N of stone gate post,,,,E,53.572566,-2.00412
17522,Tolborough Tor,40: South West England,,,Cornwall,3,348,1142,outcrop: part of ancient cairn,,obvious summit,,E,50.572071,-4.578127
19546,Tom a' Mhullaich,09B: Glen Albyn and the Monadh Liath,,,Highland,3,348,1142,no feature,,,,S,57.169688,-4.536435
1323,Cruach Torr an Lochain,17E: Mull and Nearby Islands,Mull & surrounding islands,Mull,Argyll and Bute,"Hu,3,sMa",347.7,1141,cairn,,Leica RX1250,,S,56.491351,-5.958776
1613,Eabhal [Eaval],"24C: North Uist, South Uist and Nearby Islands",Around Grimsay & Ronay,North Uist,Na h-Eileanan Siar [Western Isles],"Ma,3,SIB",347,1138,ground 2m SSW of trig point,trig point is in depression,obvious summit,,S,57.528093,-7.182943
5234,Mynydd Castlebythe,31C: South-West Wales,,,Pembrokeshire [Sir Benfro],"Hu,3",347,1138,trig point on tumulus,,,,W,51.930346,-4.868677
8030,Monadh Meadale,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,"3,sHu",347,1138,no feature: grass,E summit at NG 40575 36380 is c.1m lower,Seco 2x Hand Level,,S,57.343132,-6.317798
8269,An Dun,04A: Fort William to Loch Treig & Loch Leven,,,Highland,3,347,1138,rock,highest part of fort wall probably covers natural summit,obvious summit,,S,56.78513,-5.067306
8574,Druim an Tuirc,09A: Inverness to Strathspey,,,Highland,3,347,1138,,,,,S,57.354934,-3.969561
8898,Creagan Mor,12B: Killilan to Inverness,,,Highland,3,347,1138,,,,,S,57.411379,-4.440462
9287,Cnoc na Sroine,15B: Loch Vaich to Moray Firth,,,Highland,3,347,1138,,,,,S,57.744838,-4.388962
9466,Cnoc nan Tri-chlach,16C: Tongue to Wick and Helmsdale,,,Highland,3,347,1138,,,,,S,58.377602,-4.067312
10179,Beinn Bhuidhe na Coille Moire,17E: Mull and Nearby Islands,Mull & surrounding islands,Mull,Argyll and Bute,3,347,1138,,,,,S,56.502733,-6.085284
10180,Druim Hain,17B: Minginish and the Cuillin Hills,Skye & surrounding islands,Skye,Highland,3,347,1138,,,,,S,57.225186,-6.156672
11379,Beinn Sholum,20B: Islay,"Islay, Jura & surrounding islands",Islay,Argyll and Bute,3,347,1138,,,,,S,55.672641,-6.13983
13262,Knockeen,27B: Carrick and Galloway,,,South Ayrshire,3,347,1138,no feature,,,,S,55.212463,-4.658939
13263,Rig Hill,27C: The Glenkens to Annandale,Carsphairn Hills,,East Ayrshire,3,347,1138,knoll,,,,S,55.359712,-4.319469
14022,Lead Law,28A: Firth of Forth to the River Tweed,,,Scottish Borders,3,347,1138,no feature,summit is in open woodland,,,S,55.762913,-3.362681
14023,Bombie Hill,28B: The River Tweed to the English Border,,,Dumfries and Galloway,3,347,1138,no feature: grass,,,,S,55.18052,-3.07003
14528,Mynydd y Cilgwyn,30B: Snowdonia,,,Gwynedd,3,347,1138,N edge of circle of small stones,,,,W,53.064594,-4.243587
15686,Foel Fawr,32C: Neath to Chepstow,,,Bridgend/Neath Port Talbot,3,347,1138,trig point,,,,W,51.644452,-3.652672
15969,Fredden Hill,33: Northumberland,The Cheviots,,Northumberland,3,347,1138,outcrop,,,,E,55.534463,-2.071738
16615,Abney Low,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,3,347,1138,no feature,,,,E,53.31168,-1.69713
16997,Hazler Hill,38A: Shropshire,,,Shropshire,3,347,1138,no feature: ground just E of mast compound,,,,E,52.531072,-2.790574
16998,Buxton Hill,38A: Shropshire,,,Shropshire,3,347,1138,bouldery outcrop in woodland,summit in trees,Abney level,,E,52.593211,-2.955397
18976,Muil Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,3,347,1138,no feature,flat summit area,,,S,55.106076,-3.850399
20867,Crotlieve Mountain,43B: Mourne Mountains,Mourne Mountains,,"Newry, Mourne and Down",Hu,347,1138,,,,,I,54.149935,-6.150383
14527,Bryn,30E: Bala to Welshpool,,,Powys,3,346.6,1137,no feature,ground 500m WSW at SJ 08505 16882 is lower,,,W,52.740714,-3.349399
15144,Weythel Common,31B: Welshpool to Hay-on-Wye,,,Powys,3,346.4,1136,ground by memorial boulder,ground by tree stump 15m W at SO 23866 56526 is 0.1m lower,Trimble GeoXH 6000,,W,52.20168,-3.115211
1177,Creag a' Ghobhair,16D: Altnaharra to Dornoch,,,Highland,"Ma,3",346,1135,rock,West top (cairn at NH 65567 93909) is lower,,,S,57.915772,-4.264025
2215,Mynydd Carningli,31C: South-West Wales,,,Pembrokeshire [Sir Benfro],"Ma,3",346,1135,rock tor,tor 25m SSW at SN 06236 37208 is c 25cm lower; rock tor 55m SSW at SN 06217 37183 is c 15cm lower,Abney level,,W,51.999588,-4.824017
